Дата,CPI
02.12.2022,165.86
05.12.2022,165.03
06.12.2022,164.3
07.12.2022,163.7
08.12.2022,163
09.12.2022,162.75
12.12.2022,162.89
13.12.2022,162.4
14.12.2022,160.74
15.12.2022,160.31
16.12.2022,160.24
19.12.2022,157.61
20.12.2022,158.94
21.12.2022,157.59
22.12.2022,157.95
23.12.2022,160.89
26.12.2022,162.12
27.12.2022,164.07
28.12.2022,161.82
29.12.2022,162.91
30.12.2022,162.56
03.01.2023,163.52
04.01.2023,162.51
05.01.2023,161.2
06.01.2023,162.1
09.01.2023,162.71
10.01.2023,162.1
11.01.2023,165.83
12.01.2023,164.17
13.01.2023,164.56
16.01.2023,165.8
17.01.2023,162.33
18.01.2023,162.18
19.01.2023,160.53
20.01.2023,158.85
23.01.2023,160.06
24.01.2023,157.88
25.01.2023,158.99
26.01.2023,157.58
27.01.2023,159.08
30.01.2023,158.41
31.01.2023,158.1
01.02.2023,158.12
02.02.2023,158.1
03.02.2023,160.87
06.02.2023,160.14
07.02.2023,159.87
08.02.2023,158.18
09.02.2023,159.19
10.02.2023,158.68
